inventory_id,location_,shop_name,description,system_par,pack,size,measurement,uom,case_,ea,lb,oz,bag,gal,tray,sleeves,on_hand,open_orders,adjusted_par,order_,total_case,shop_id,adjusted_order,unlock
REG0019,REGISTER,PANERA BREAD,LABEL PREP N PRINT 2X1,1,20,700,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0020,REGISTER,PANERA BREAD,LABEL THERMAL PRINTER 500 CT,1,12,500,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0021,REGISTER,PANERA BREAD,CUP COLD 16OZ PET(SUB),0.5,20,50,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0023,REGISTER,PANERA BREAD,CUP COLD 20OZ PET(SUB),1,20,50,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0024,REGISTER,PANERA BREAD,CUP COLD 30OZ PET(SUB),0.5,25,25,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
MSC0029,MISC,PANERA BREAD,BAG HD PORTION MONDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0030,MISC,PANERA BREAD,BAG HD PORTION TUESDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0031,MISC,PANERA BREAD,BAG HD PORTION WEDNESDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0032,MISC,PANERA BREAD,BAG HD PORTION THURSDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0033,MISC,PANERA BREAD,BAG HD PORTION FRIDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0034,MISC,PANERA BREAD,BAG HD PORTION SATURDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0035,MISC,PANERA BREAD,BAG HD PORTION SUNDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
